,name,year,month,day,hour,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,DATETIME1,date,start_date,time,pointh,end_date
10558,Lee,2017,09,27,12,30.3,-56.6,hurricane,3,100,963,140,55,2017-09-27 12:00:00,2017-09-27,2017-09-27,12:00:00,POINT (30.3 -56.6),2017-10-27
10616,Maria,2017,09,27,12,35.4,-72.8,hurricane,1,65,977,360,90,2017-09-27 12:00:00,2017-09-27,2017-09-27,12:00:00,POINT (35.4 -72.8),2017-10-27
10615,Maria,2017,09,27,06,34.9,-72.9,hurricane,1,65,976,360,90,2017-09-27 06:00:00,2017-09-27,2017-09-27,06:00:00,POINT (34.9 -72.9),2017-10-27
10614,Maria,2017,09,27,00,34.4,-73,hurricane,1,65,975,360,180,2017-09-27 00:00:00,2017-09-27,2017-09-27,00:00:00,POINT (34.4 -73),2017-10-27
10617,Maria,2017,09,27,18,36,-72.6,hurricane,1,65,979,360,90,2017-09-27 18:00:00,2017-09-27,2017-09-27,18:00:00,POINT (36 -72.6),2017-10-27
10619,Maria,2017,09,28,06,36.7,-71.3,tropical storm,0,60,982,360,0,2017-09-28 06:00:00,2017-09-28,2017-09-28,06:00:00,POINT (36.7 -71.3),2017-10-28
10560,Lee,2017,09,28,00,31.4,-57.2,hurricane,2,95,965,140,55,2017-09-28 00:00:00,2017-09-28,2017-09-28,00:00:00,POINT (31.4 -57.2),2017-10-28
10561,Lee,2017,09,28,06,32.1,-57.3,hurricane,2,90,969,150,55,2017-09-28 06:00:00,2017-09-28,2017-09-28,06:00:00,POINT (32.1 -57.3),2017-10-28
10620,Maria,2017,09,28,12,36.8,-70,tropical storm,0,60,982,360,0,2017-09-28 12:00:00,2017-09-28,2017-09-28,12:00:00,POINT (36.8 -70),2017-10-28
10563,Lee,2017,09,28,18,34.3,-56.6,hurricane,1,80,977,150,55,2017-09-28 18:00:00,2017-09-28,2017-09-28,18:00:00,POINT (34.3 -56.6),2017-10-28
10621,Maria,2017,09,28,18,36.8,-68.6,tropical storm,0,55,985,360,0,2017-09-28 18:00:00,2017-09-28,2017-09-28,18:00:00,POINT (36.8 -68.6),2017-10-28
10618,Maria,2017,09,28,00,36.6,-72.2,hurricane,1,65,979,360,90,2017-09-28 00:00:00,2017-09-28,2017-09-28,00:00:00,POINT (36.6 -72.2),2017-10-28
10562,Lee,2017,09,28,12,33,-57.2,hurricane,2,85,973,150,55,2017-09-28 12:00:00,2017-09-28,2017-09-28,12:00:00,POINT (33 -57.2),2017-10-28
10622,Maria,2017,09,29,00,36.9,-66.8,tropical storm,0,55,985,350,0,2017-09-29 00:00:00,2017-09-29,2017-09-29,00:00:00,POINT (36.9 -66.8),2017-10-29
10567,Lee,2017,09,29,18,41,-48.2,tropical storm,0,55,987,210,0,2017-09-29 18:00:00,2017-09-29,2017-09-29,18:00:00,POINT (41 -48.2),2017-10-29
10566,Lee,2017,09,29,12,39,-51.2,hurricane,1,65,985,210,30,2017-09-29 12:00:00,2017-09-29,2017-09-29,12:00:00,POINT (39 -51.2),2017-10-29
10565,Lee,2017,09,29,06,37.3,-53.8,hurricane,1,70,983,210,50,2017-09-29 06:00:00,2017-09-29,2017-09-29,06:00:00,POINT (37.3 -53.8),2017-10-29
10564,Lee,2017,09,29,00,35.7,-55.5,hurricane,1,75,981,160,45,2017-09-29 00:00:00,2017-09-29,2017-09-29,00:00:00,POINT (35.7 -55.5),2017-10-29
10623,Maria,2017,09,29,06,37,-64.6,tropical storm,0,50,987,390,0,2017-09-29 06:00:00,2017-09-29,2017-09-29,06:00:00,POINT (37 -64.6),2017-10-29
10624,Maria,2017,09,29,12,37,-62,tropical storm,0,50,988,390,0,2017-09-29 12:00:00,2017-09-29,2017-09-29,12:00:00,POINT (37 -62),2017-10-29
10625,Maria,2017,09,29,18,37.4,-59,tropical storm,0,50,988,400,0,2017-09-29 18:00:00,2017-09-29,2017-09-29,18:00:00,POINT (37.4 -59),2017-10-29
10627,Maria,2017,09,30,06,39.1,-52.2,tropical storm,0,50,988,380,0,2017-09-30 06:00:00,2017-09-30,2017-09-30,06:00:00,POINT (39.1 -52.2),2017-10-30
10628,Maria,2017,09,30,12,40,-48.8,tropical storm,0,50,988,380,0,2017-09-30 12:00:00,2017-09-30,2017-09-30,12:00:00,POINT (40 -48.8),2017-10-30
10568,Lee,2017,09,30,00,43.2,-44.5,tropical storm,0,50,990,210,0,2017-09-30 00:00:00,2017-09-30,2017-09-30,00:00:00,POINT (43.2 -44.5),2017-10-30
10626,Maria,2017,09,30,00,38.1,-55.6,tropical storm,0,50,988,400,0,2017-09-30 00:00:00,2017-09-30,2017-09-30,00:00:00,POINT (38.1 -55.6),2017-10-30
10629,Nate,2017,10,4,12,12,-81.8,tropical depression,-1,25,1005,0,0,2017-10-04 12:00:00,2017-10-04,2017-10-04,12:00:00,POINT (12 -81.8),2017-11-03
10630,Nate,2017,10,4,18,12.3,-82.3,tropical depression,-1,30,1005,0,0,2017-10-04 18:00:00,2017-10-04,2017-10-04,18:00:00,POINT (12.3 -82.3),2017-11-03
10631,Nate,2017,10,5,00,12.6,-82.7,tropical depression,-1,30,1004,0,0,2017-10-05 00:00:00,2017-10-05,2017-10-05,00:00:00,POINT (12.6 -82.7),2017-11-04
10632,Nate,2017,10,5,06,13.1,-83.1,tropical storm,0,35,1001,30,0,2017-10-05 06:00:00,2017-10-05,2017-10-05,06:00:00,POINT (13.1 -83.1),2017-11-04
10633,Nate,2017,10,5,12,13.9,-83.5,tropical storm,0,35,999,40,0,2017-10-05 12:00:00,2017-10-05,2017-10-05,12:00:00,POINT (13.9 -83.5),2017-11-04
10634,Nate,2017,10,5,18,14.5,-84,tropical storm,0,35,1000,40,0,2017-10-05 18:00:00,2017-10-05,2017-10-05,18:00:00,POINT (14.5 -84),2017-11-04
10638,Nate,2017,10,6,18,19.5,-85.2,tropical storm,0,45,995,130,0,2017-10-06 18:00:00,2017-10-06,2017-10-06,18:00:00,POINT (19.5 -85.2),2017-11-05
10637,Nate,2017,10,6,12,17.9,-84.7,tropical storm,0,40,996,100,0,2017-10-06 12:00:00,2017-10-06,2017-10-06,12:00:00,POINT (17.9 -84.7),2017-11-05
10636,Nate,2017,10,6,06,16.3,-84.7,tropical storm,0,40,999,80,0,2017-10-06 06:00:00,2017-10-06,2017-10-06,06:00:00,POINT (16.3 -84.7),2017-11-05
10635,Nate,2017,10,6,00,15.3,-84.4,tropical storm,0,35,1000,50,0,2017-10-06 00:00:00,2017-10-06,2017-10-06,00:00:00,POINT (15.3 -84.4),2017-11-05
10642,Nate,2017,10,7,18,27.6,-88.9,hurricane,1,80,981,180,35,2017-10-07 18:00:00,2017-10-07,2017-10-07,18:00:00,POINT (27.6 -88.9),2017-11-06
10641,Nate,2017,10,7,12,25.7,-87.9,hurricane,1,80,986,160,30,2017-10-07 12:00:00,2017-10-07,2017-10-07,12:00:00,POINT (25.7 -87.9),2017-11-06
10639,Nate,2017,10,7,00,21.3,-85.9,tropical storm,0,55,990,160,0,2017-10-07 00:00:00,2017-10-07,2017-10-07,00:00:00,POINT (21.3 -85.9),2017-11-06
10640,Nate,2017,10,7,06,23.5,-86.5,hurricane,1,70,987,160,30,2017-10-07 06:00:00,2017-10-07,2017-10-07,06:00:00,POINT (23.5 -86.5),2017-11-06
10643,Nate,2017,10,8,00,29.1,-89.2,hurricane,1,75,983,170,30,2017-10-08 00:00:00,2017-10-08,2017-10-08,00:00:00,POINT (29.1 -89.2),2017-11-07
10644,Nate,2017,10,8,05,30.4,-89,hurricane,1,65,984,170,30,2017-10-08 05:00:00,2017-10-08,2017-10-08,05:00:00,POINT (30.4 -89),2017-11-07
10645,Nate,2017,10,8,06,30.5,-88.9,tropical storm,0,60,984,100,0,2017-10-08 06:00:00,2017-10-08,2017-10-08,06:00:00,POINT (30.5 -88.9),2017-11-07
10646,Nate,2017,10,8,12,32.2,-88,tropical storm,0,35,993,40,0,2017-10-08 12:00:00,2017-10-08,2017-10-08,12:00:00,POINT (32.2 -88),2017-11-07
10647,Nate,2017,10,8,18,34.1,-87.1,tropical depression,-1,25,996,0,0,2017-10-08 18:00:00,2017-10-08,2017-10-08,18:00:00,POINT (34.1 -87.1),2017-11-07
10649,Ophelia,2017,10,9,12,31.3,-40,tropical storm,0,35,1008,60,0,2017-10-09 12:00:00,2017-10-09,2017-10-09,12:00:00,POINT (31.3 -40),2017-11-08
10650,Ophelia,2017,10,9,18,31.7,-39.6,tropical storm,0,40,1005,90,0,2017-10-09 18:00:00,2017-10-09,2017-10-09,18:00:00,POINT (31.7 -39.6),2017-11-08
10648,Ophelia,2017,10,9,06,30.9,-40,tropical storm,0,35,1008,60,0,2017-10-09 06:00:00,2017-10-09,2017-10-09,06:00:00,POINT (30.9 -40),2017-11-08
10651,Ophelia,2017,10,10,00,32,-39.1,tropical storm,0,40,1005,110,0,2017-10-10 00:00:00,2017-10-10,2017-10-10,00:00:00,POINT (32 -39.1),2017-11-09
10652,Ophelia,2017,10,10,06,31.9,-38.8,tropical storm,0,45,1003,110,0,2017-10-10 06:00:00,2017-10-10,2017-10-10,06:00:00,POINT (31.9 -38.8),2017-11-09
10653,Ophelia,2017,10,10,12,31.6,-38.5,tropical storm,0,45,1002,120,0,2017-10-10 12:00:00,2017-10-10,2017-10-10,12:00:00,POINT (31.6 -38.5),2017-11-09
10654,Ophelia,2017,10,10,18,31.3,-38.2,tropical storm,0,45,1002,120,0,2017-10-10 18:00:00,2017-10-10,2017-10-10,18:00:00,POINT (31.3 -38.2),2017-11-09
10655,Ophelia,2017,10,11,00,30.9,-37.8,tropical storm,0,50,1000,120,0,2017-10-11 00:00:00,2017-10-11,2017-10-11,00:00:00,POINT (30.9 -37.8),2017-11-10
10656,Ophelia,2017,10,11,06,30.4,-37.2,tropical storm,0,55,998,120,0,2017-10-11 06:00:00,2017-10-11,2017-10-11,06:00:00,POINT (30.4 -37.2),2017-11-10
10657,Ophelia,2017,10,11,12,30,-36.7,tropical storm,0,60,994,120,0,2017-10-11 12:00:00,2017-10-11,2017-10-11,12:00:00,POINT (30 -36.7),2017-11-10
10658,Ophelia,2017,10,11,18,29.8,-36.2,hurricane,1,65,991,120,20,2017-10-11 18:00:00,2017-10-11,2017-10-11,18:00:00,POINT (29.8 -36.2),2017-11-10
10659,Ophelia,2017,10,12,00,29.9,-35.8,hurricane,1,70,986,120,35,2017-10-12 00:00:00,2017-10-12,2017-10-12,00:00:00,POINT (29.9 -35.8),2017-11-11
10660,Ophelia,2017,10,12,06,30.2,-35.7,hurricane,1,75,982,120,40,2017-10-12 06:00:00,2017-10-12,2017-10-12,06:00:00,POINT (30.2 -35.7),2017-11-11
10661,Ophelia,2017,10,12,12,30.4,-35.7,hurricane,1,80,975,120,40,2017-10-12 12:00:00,2017-10-12,2017-10-12,12:00:00,POINT (30.4 -35.7),2017-11-11
10662,Ophelia,2017,10,12,18,30.5,-35.6,hurricane,2,85,971,140,40,2017-10-12 18:00:00,2017-10-12,2017-10-12,18:00:00,POINT (30.5 -35.6),2017-11-11
10666,Ophelia,2017,10,13,18,32,-32.5,hurricane,1,80,973,160,40,2017-10-13 18:00:00,2017-10-13,2017-10-13,18:00:00,POINT (32 -32.5),2017-11-12
10665,Ophelia,2017,10,13,12,31.4,-33.4,hurricane,1,80,974,150,40,2017-10-13 12:00:00,2017-10-13,2017-10-13,12:00:00,POINT (31.4 -33.4),2017-11-12
10663,Ophelia,2017,10,13,00,30.5,-35.1,hurricane,2,90,967,140,40,2017-10-13 00:00:00,2017-10-13,2017-10-13,00:00:00,POINT (30.5 -35.1),2017-11-12
10664,Ophelia,2017,10,13,06,30.9,-34.4,hurricane,2,90,966,140,40,2017-10-13 06:00:00,2017-10-13,2017-10-13,06:00:00,POINT (30.9 -34.4),2017-11-12
10669,Ophelia,2017,10,14,12,34.2,-27.7,hurricane,3,100,959,190,50,2017-10-14 12:00:00,2017-10-14,2017-10-14,12:00:00,POINT (34.2 -27.7),2017-11-13
10670,Ophelia,2017,10,14,18,35.3,-25.2,hurricane,3,100,959,200,70,2017-10-14 18:00:00,2017-10-14,2017-10-14,18:00:00,POINT (35.3 -25.2),2017-11-13
10667,Ophelia,2017,10,14,00,32.6,-31.5,hurricane,2,85,970,160,40,2017-10-14 00:00:00,2017-10-14,2017-10-14,00:00:00,POINT (32.6 -31.5),2017-11-13
10668,Ophelia,2017,10,14,06,33.4,-29.7,hurricane,2,95,963,170,40,2017-10-14 06:00:00,2017-10-14,2017-10-14,06:00:00,POINT (33.4 -29.7),2017-11-13
10671,Ophelia,2017,10,15,00,36.4,-22.6,hurricane,2,95,959,230,70,2017-10-15 00:00:00,2017-10-15,2017-10-15,00:00:00,POINT (36.4 -22.6),2017-11-14
10672,Ophelia,2017,10,15,06,37.9,-19.8,hurricane,2,90,959,260,70,2017-10-15 06:00:00,2017-10-15,2017-10-15,06:00:00,POINT (37.9 -19.8),2017-11-14
10673,Ophelia,2017,10,15,12,39.9,-17,hurricane,2,85,959,320,80,2017-10-15 12:00:00,2017-10-15,2017-10-15,12:00:00,POINT (39.9 -17),2017-11-14
10674,Ophelia,2017,10,15,18,43.1,-14.3,hurricane,1,80,959,400,80,2017-10-15 18:00:00,2017-10-15,2017-10-15,18:00:00,POINT (43.1 -14.3),2017-11-14
10676,Philippe,2017,10,28,18,21.3,-82.4,tropical storm,0,35,1000,120,0,2017-10-28 18:00:00,2017-10-28,2017-10-28,18:00:00,POINT (21.3 -82.4),2017-11-27
10675,Philippe,2017,10,28,12,20.1,-83.5,tropical depression,-1,30,1003,0,0,2017-10-28 12:00:00,2017-10-28,2017-10-28,12:00:00,POINT (20.1 -83.5),2017-11-27
10677,Philippe,2017,10,28,22,22.2,-81.6,tropical storm,0,35,1000,120,0,2017-10-28 22:00:00,2017-10-28,2017-10-28,22:00:00,POINT (22.2 -81.6),2017-11-27
10678,Philippe,2017,10,29,00,22.7,-81.2,tropical depression,-1,30,1003,0,0,2017-10-29 00:00:00,2017-10-29,2017-10-29,00:00:00,POINT (22.7 -81.2),2017-11-28
10679,Rina,2017,11,5,18,29.2,-51.7,tropical depression,-1,30,1012,0,0,2017-11-05 18:00:00,2017-11-05,2017-11-05,18:00:00,POINT (29.2 -51.7),2017-12-05
10680,Rina,2017,11,6,00,29.1,-51.2,tropical depression,-1,30,1011,0,0,2017-11-06 00:00:00,2017-11-06,2017-11-06,00:00:00,POINT (29.1 -51.2),2017-12-06
10681,Rina,2017,11,6,06,29,-50.7,tropical depression,-1,30,1010,0,0,2017-11-06 06:00:00,2017-11-06,2017-11-06,06:00:00,POINT (29 -50.7),2017-12-06
10682,Rina,2017,11,6,12,29.1,-50.4,tropical depression,-1,30,1010,0,0,2017-11-06 12:00:00,2017-11-06,2017-11-06,12:00:00,POINT (29.1 -50.4),2017-12-06
10683,Rina,2017,11,6,18,29.4,-50.2,tropical depression,-1,30,1009,0,0,2017-11-06 18:00:00,2017-11-06,2017-11-06,18:00:00,POINT (29.4 -50.2),2017-12-06
10684,Rina,2017,11,7,00,30,-50,tropical storm,0,35,1008,60,0,2017-11-07 00:00:00,2017-11-07,2017-11-07,00:00:00,POINT (30 -50),2017-12-07
10685,Rina,2017,11,7,06,30.8,-49.9,tropical storm,0,40,1006,80,0,2017-11-07 06:00:00,2017-11-07,2017-11-07,06:00:00,POINT (30.8 -49.9),2017-12-07
10686,Rina,2017,11,7,12,31.8,-49.5,tropical storm,0,40,1004,90,0,2017-11-07 12:00:00,2017-11-07,2017-11-07,12:00:00,POINT (31.8 -49.5),2017-12-07
10687,Rina,2017,11,7,18,33,-49.1,tropical storm,0,40,1002,110,0,2017-11-07 18:00:00,2017-11-07,2017-11-07,18:00:00,POINT (33 -49.1),2017-12-07
10688,Rina,2017,11,8,00,34.6,-48.7,tropical storm,0,45,999,200,0,2017-11-08 00:00:00,2017-11-08,2017-11-08,00:00:00,POINT (34.6 -48.7),2017-12-08
10689,Rina,2017,11,8,06,36.4,-48.7,tropical storm,0,50,996,220,0,2017-11-08 06:00:00,2017-11-08,2017-11-08,06:00:00,POINT (36.4 -48.7),2017-12-08
10690,Rina,2017,11,8,12,38.3,-48.8,tropical storm,0,45,994,250,0,2017-11-08 12:00:00,2017-11-08,2017-11-08,12:00:00,POINT (38.3 -48.8),2017-12-08
10691,Rina,2017,11,8,18,40.1,-49,tropical storm,0,45,992,280,0,2017-11-08 18:00:00,2017-11-08,2017-11-08,18:00:00,POINT (40.1 -49),2017-12-08
10692,Rina,2017,11,9,00,41.8,-48.8,tropical storm,0,45,991,300,0,2017-11-09 00:00:00,2017-11-09,2017-11-09,00:00:00,POINT (41.8 -48.8),2017-12-09
10693,Alberto,2018,05,28,00,28.2,-85.8,tropical storm,0,55,991,150,0,2018-05-28 00:00:00,2018-05-28,2018-05-28,00:00:00,POINT (28.2 -85.8),2018-06-27
10694,Alberto,2018,05,28,06,28.6,-86,tropical storm,0,55,990,160,0,2018-05-28 06:00:00,2018-05-28,2018-05-28,06:00:00,POINT (28.6 -86),2018-06-27
10695,Alberto,2018,05,28,12,29.1,-85.9,tropical storm,0,50,991,150,0,2018-05-28 12:00:00,2018-05-28,2018-05-28,12:00:00,POINT (29.1 -85.9),2018-06-27
10696,Alberto,2018,05,28,18,29.8,-85.9,tropical storm,0,45,991,130,0,2018-05-28 18:00:00,2018-05-28,2018-05-28,18:00:00,POINT (29.8 -85.9),2018-06-27
10697,Alberto,2018,05,28,21,30.3,-86,tropical storm,0,40,992,120,0,2018-05-28 21:00:00,2018-05-28,2018-05-28,21:00:00,POINT (30.3 -86),2018-06-27
10698,Alberto,2018,05,29,00,30.9,-86.1,tropical depression,-1,30,993,0,0,2018-05-29 00:00:00,2018-05-29,2018-05-29,00:00:00,POINT (30.9 -86.1),2018-06-28
10699,Alberto,2018,05,29,06,31.9,-86.6,tropical depression,-1,30,994,0,0,2018-05-29 06:00:00,2018-05-29,2018-05-29,06:00:00,POINT (31.9 -86.6),2018-06-28
10700,Alberto,2018,05,29,12,33,-87,tropical depression,-1,30,996,0,0,2018-05-29 12:00:00,2018-05-29,2018-05-29,12:00:00,POINT (33 -87),2018-06-28
10701,Alberto,2018,05,29,18,34.2,-87.3,tropical depression,-1,30,997,0,0,2018-05-29 18:00:00,2018-05-29,2018-05-29,18:00:00,POINT (34.2 -87.3),2018-06-28
10703,Alberto,2018,05,30,06,36.7,-87.9,tropical depression,-1,30,998,0,0,2018-05-30 06:00:00,2018-05-30,2018-05-30,06:00:00,POINT (36.7 -87.9),2018-06-29
10702,Alberto,2018,05,30,00,35.4,-87.6,tropical depression,-1,30,998,0,0,2018-05-30 00:00:00,2018-05-30,2018-05-30,00:00:00,POINT (35.4 -87.6),2018-06-29
10705,Alberto,2018,05,30,18,39.9,-87,tropical depression,-1,30,998,0,0,2018-05-30 18:00:00,2018-05-30,2018-05-30,18:00:00,POINT (39.9 -87),2018-06-29
10704,Alberto,2018,05,30,12,38.2,-87.7,tropical depression,-1,30,998,0,0,2018-05-30 12:00:00,2018-05-30,2018-05-30,12:00:00,POINT (38.2 -87.7),2018-06-29
10706,Alberto,2018,05,31,00,41.5,-86,tropical depression,-1,30,997,0,0,2018-05-31 00:00:00,2018-05-31,2018-05-31,00:00:00,POINT (41.5 -86),2018-06-30
10707,Beryl,2018,07,4,12,10,-34.9,tropical depression,-1,30,1008,0,0,2018-07-04 12:00:00,2018-07-04,2018-07-04,12:00:00,POINT (10 -34.9),2018-08-03
10708,Beryl,2018,07,4,18,10.1,-36.5,tropical depression,-1,30,1008,0,0,2018-07-04 18:00:00,2018-07-04,2018-07-04,18:00:00,POINT (10.1 -36.5),2018-08-03
10709,Beryl,2018,07,5,00,10.1,-38,tropical storm,0,35,1007,30,0,2018-07-05 00:00:00,2018-07-05,2018-07-05,00:00:00,POINT (10.1 -38),2018-08-04
10710,Beryl,2018,07,5,06,10.1,-39.5,tropical storm,0,35,1007,30,0,2018-07-05 06:00:00,2018-07-05,2018-07-05,06:00:00,POINT (10.1 -39.5),2018-08-04
10711,Beryl,2018,07,5,12,10.2,-40.9,tropical storm,0,40,1005,30,0,2018-07-05 12:00:00,2018-07-05,2018-07-05,12:00:00,POINT (10.2 -40.9),2018-08-04
10712,Beryl,2018,07,5,18,10.3,-42.3,tropical storm,0,45,1003,30,0,2018-07-05 18:00:00,2018-07-05,2018-07-05,18:00:00,POINT (10.3 -42.3),2018-08-04
10713,Beryl,2018,07,6,00,10.3,-43.4,tropical storm,0,55,999,50,0,2018-07-06 00:00:00,2018-07-06,2018-07-06,00:00:00,POINT (10.3 -43.4),2018-08-05
10715,Beryl,2018,07,6,12,10.7,-46,hurricane,1,70,992,50,10,2018-07-06 12:00:00,2018-07-06,2018-07-06,12:00:00,POINT (10.7 -46),2018-08-05
10714,Beryl,2018,07,6,06,10.5,-44.6,hurricane,1,70,991,50,10,2018-07-06 06:00:00,2018-07-06,2018-07-06,06:00:00,POINT (10.5 -44.6),2018-08-05
10723,Chris,2018,07,6,12,31.5,-73.1,tropical depression,-1,25,1016,0,0,2018-07-06 12:00:00,2018-07-06,2018-07-06,12:00:00,POINT (31.5 -73.1),2018-08-05
10724,Chris,2018,07,6,18,31.8,-73.6,tropical depression,-1,25,1016,0,0,2018-07-06 18:00:00,2018-07-06,2018-07-06,18:00:00,POINT (31.8 -73.6),2018-08-05
10716,Beryl,2018,07,6,18,10.6,-47.3,hurricane,1,65,993,50,10,2018-07-06 18:00:00,2018-07-06,2018-07-06,18:00:00,POINT (10.6 -47.3),2018-08-05
10720,Beryl,2018,07,7,18,12.4,-52,tropical storm,0,45,1003,50,0,2018-07-07 18:00:00,2018-07-07,2018-07-07,18:00:00,POINT (12.4 -52),2018-08-06
10719,Beryl,2018,07,7,12,11.7,-50.4,tropical storm,0,55,999,50,0,2018-07-07 12:00:00,2018-07-07,2018-07-07,12:00:00,POINT (11.7 -50.4),2018-08-06
10727,Chris,2018,07,7,12,32.7,-74.9,tropical depression,-1,25,1015,0,0,2018-07-07 12:00:00,2018-07-07,2018-07-07,12:00:00,POINT (32.7 -74.9),2018-08-06
10718,Beryl,2018,07,7,06,11.1,-49.3,hurricane,1,65,995,50,10,2018-07-07 06:00:00,2018-07-07,2018-07-07,06:00:00,POINT (11.1 -49.3),2018-08-06
10726,Chris,2018,07,7,06,32.6,-74.6,tropical depression,-1,25,1015,0,0,2018-07-07 06:00:00,2018-07-07,2018-07-07,06:00:00,POINT (32.6 -74.6),2018-08-06
10728,Chris,2018,07,7,18,32.8,-75.2,tropical depression,-1,30,1014,0,0,2018-07-07 18:00:00,2018-07-07,2018-07-07,18:00:00,POINT (32.8 -75.2),2018-08-06
10717,Beryl,2018,07,7,00,10.7,-48.3,hurricane,1,65,994,50,10,2018-07-07 00:00:00,2018-07-07,2018-07-07,00:00:00,POINT (10.7 -48.3),2018-08-06
10725,Chris,2018,07,7,00,32.2,-74.2,tropical depression,-1,25,1015,0,0,2018-07-07 00:00:00,2018-07-07,2018-07-07,00:00:00,POINT (32.2 -74.2),2018-08-06
10722,Beryl,2018,07,8,06,13.4,-55.2,tropical storm,0,45,1006,50,0,2018-07-08 06:00:00,2018-07-08,2018-07-08,06:00:00,POINT (13.4 -55.2),2018-08-07
10721,Beryl,2018,07,8,00,12.9,-53.6,tropical storm,0,45,1005,50,0,2018-07-08 00:00:00,2018-07-08,2018-07-08,00:00:00,POINT (12.9 -53.6),2018-08-07
10729,Chris,2018,07,8,00,32.9,-75.3,tropical depression,-1,30,1012,0,0,2018-07-08 00:00:00,2018-07-08,2018-07-08,00:00:00,POINT (32.9 -75.3),2018-08-07
10730,Chris,2018,07,8,06,33.1,-75.4,tropical storm,0,35,1010,50,0,2018-07-08 06:00:00,2018-07-08,2018-07-08,06:00:00,POINT (33.1 -75.4),2018-08-07
10731,Chris,2018,07,8,12,33.1,-75,tropical storm,0,35,1008,50,0,2018-07-08 12:00:00,2018-07-08,2018-07-08,12:00:00,POINT (33.1 -75),2018-08-07
10732,Chris,2018,07,8,18,32.8,-74.8,tropical storm,0,40,1007,80,0,2018-07-08 18:00:00,2018-07-08,2018-07-08,18:00:00,POINT (32.8 -74.8),2018-08-07
10736,Chris,2018,07,9,18,32.1,-74.4,tropical storm,0,55,996,120,0,2018-07-09 18:00:00,2018-07-09,2018-07-09,18:00:00,POINT (32.1 -74.4),2018-08-08
10735,Chris,2018,07,9,12,32.2,-74.6,tropical storm,0,50,999,120,0,2018-07-09 12:00:00,2018-07-09,2018-07-09,12:00:00,POINT (32.2 -74.6),2018-08-08
10733,Chris,2018,07,9,00,32.6,-74.6,tropical storm,0,45,1005,100,0,2018-07-09 00:00:00,2018-07-09,2018-07-09,00:00:00,POINT (32.6 -74.6),2018-08-08
10734,Chris,2018,07,9,06,32.4,-74.5,tropical storm,0,45,1001,110,0,2018-07-09 06:00:00,2018-07-09,2018-07-09,06:00:00,POINT (32.4 -74.5),2018-08-08
10740,Chris,2018,07,10,18,33.4,-72.8,hurricane,1,75,983,140,15,2018-07-10 18:00:00,2018-07-10,2018-07-10,18:00:00,POINT (33.4 -72.8),2018-08-09
10739,Chris,2018,07,10,12,32.9,-73.5,hurricane,1,65,990,120,15,2018-07-10 12:00:00,2018-07-10,2018-07-10,12:00:00,POINT (32.9 -73.5),2018-08-09
10737,Chris,2018,07,10,00,32.2,-74.3,tropical storm,0,60,994,120,0,2018-07-10 00:00:00,2018-07-10,2018-07-10,00:00:00,POINT (32.2 -74.3),2018-08-09
10738,Chris,2018,07,10,06,32.4,-74.1,tropical storm,0,60,992,120,0,2018-07-10 06:00:00,2018-07-10,2018-07-10,06:00:00,POINT (32.4 -74.1),2018-08-09
10741,Chris,2018,07,11,00,33.9,-71.9,hurricane,2,90,969,140,35,2018-07-11 00:00:00,2018-07-11,2018-07-11,00:00:00,POINT (33.9 -71.9),2018-08-10
10742,Chris,2018,07,11,06,34.6,-70.7,hurricane,2,90,969,140,35,2018-07-11 06:00:00,2018-07-11,2018-07-11,06:00:00,POINT (34.6 -70.7),2018-08-10
10743,Chris,2018,07,11,12,35.6,-69.1,hurricane,2,85,973,180,40,2018-07-11 12:00:00,2018-07-11,2018-07-11,12:00:00,POINT (35.6 -69.1),2018-08-10
10744,Chris,2018,07,11,18,37,-66.8,hurricane,1,80,976,230,55,2018-07-11 18:00:00,2018-07-11,2018-07-11,18:00:00,POINT (37 -66.8),2018-08-10
10746,Chris,2018,07,12,06,40.9,-61.7,hurricane,1,65,985,280,65,2018-07-12 06:00:00,2018-07-12,2018-07-12,06:00:00,POINT (40.9 -61.7),2018-08-11
10747,Chris,2018,07,12,12,43.3,-59.2,tropical storm,0,60,987,330,0,2018-07-12 12:00:00,2018-07-12,2018-07-12,12:00:00,POINT (43.3 -59.2),2018-08-11
10745,Chris,2018,07,12,00,38.5,-64.3,hurricane,1,75,980,260,65,2018-07-12 00:00:00,2018-07-12,2018-07-12,00:00:00,POINT (38.5 -64.3),2018-08-11
10748,Debby,2018,08,8,00,39.7,-49.2,tropical storm,0,35,1006,70,0,2018-08-08 00:00:00,2018-08-08,2018-08-08,00:00:00,POINT (39.7 -49.2),2018-09-07
10749,Debby,2018,08,8,06,40.4,-49,tropical storm,0,40,1003,70,0,2018-08-08 06:00:00,2018-08-08,2018-08-08,06:00:00,POINT (40.4 -49),2018-09-07
10750,Debby,2018,08,8,12,41,-48.6,tropical storm,0,40,1003,70,0,2018-08-08 12:00:00,2018-08-08,2018-08-08,12:00:00,POINT (41 -48.6),2018-09-07
10751,Debby,2018,08,8,18,41.6,-48.1,tropical storm,0,40,1000,50,0,2018-08-08 18:00:00,2018-08-08,2018-08-08,18:00:00,POINT (41.6 -48.1),2018-09-07
