,PipeIDX,CAUSE,LATITUDE,LONGITUDE,yr,lat,long,status,category,wind,pressure,tropicalstorm_force_diameter,hurricane_force_diameter,HurIdx,diftime,distance,frequency,max_int,fourplus,yr,failTF,locGrp,ptlong,ptlat,maxlong,minlat
3894,19350.0,outside,40.7202674,-73.7554868,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8099.0,607.25,289.4911181095509,2.0,1006.0,0.0,2011.0,1.0,1,-73.7554868,40.7202674,-97.4,42.4
122,1489.0,outside,40.7226698,-73.51818329999999,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,268.5,141.8942722761578,4.0,970.0,0.0,1977.0,1.0,1,-73.51818329999999,40.7226698,-97.4,42.4
1391,16723.0,outside,40.7237133,-73.7048532,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1603.0,158.75,243.3237958531028,17.0,951.0,0.0,1987.0,1.0,1,-73.7048532,40.7237133,-97.4,42.4
349,12928.0,outside,40.7250986,-73.2453946,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,40.0,282.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.2453946,40.7250986,-75.0,22.0
294,12840.0,outside,40.7250986,-73.2453946,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,11.0,282.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.2453946,40.7250986,-75.0,22.0
315,12939.0,outside,40.7276613,-73.2676903,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,23.0,282.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.2676903,40.7276613,-75.0,22.0
444,13289.0,outside,40.7282239,-73.7948516,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,45.0,141.0,4.0,989.0,0.0,1979.0,1.0,1,-73.7948516,40.7282239,-36.1,11.6
2129,21911.0,human,40.7282239,-73.7948516,1999.0,0.0,0.0,0,,12,-1050,0.0,0.0,4536.0,170.75,246.36215583613745,9.0,990.0,0.0,1999.0,1.0,1,-73.7948516,40.7282239,-97.4,42.4
713,13837.0,outside,40.7282239,-73.7948516,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,490.5,141.16511025614042,4.0,989.0,0.0,1981.0,1.0,1,-73.7948516,40.7282239,-97.4,42.4
1235,16434.0,outside,40.7298207,-73.2103934,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,199.25,277.79938708118937,3.0,1009.0,0.0,1984.0,1.0,1,-73.2103934,40.7298207,-97.4,42.4
1125,15912.0,outside,40.7298207,-73.2103934,1983.0,37.0,-75.0,0,,40,-1010,0.0,0.0,1051.0,44.0,262.0,3.0,1009.0,0.0,1983.0,1.0,1,-73.2103934,40.7298207,-70.7,30.3
329,12932.0,outside,40.7298207,-73.2103934,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,31.0,284.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.2103934,40.7298207,-75.0,22.0
305,12865.0,outside,40.7298207,-73.2103934,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,19.0,284.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.2103934,40.7298207,-75.0,22.0
437,13051.0,outside,40.7298207,-73.2103934,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,40.0,169.0,3.0,989.0,0.0,1979.0,1.0,1,-73.2103934,40.7298207,-36.1,11.6
132,11077.0,outside,40.7320429,-73.1856703,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,316.5,135.17231429418177,4.0,970.0,0.0,1977.0,1.0,1,-73.1856703,40.7320429,-97.4,42.4
2851,17555.0,human,40.7322401,-73.6879952,2005.0,38.0,-71.0,0,,50,-1000,0.0,0.0,7124.0,9.0,185.0,14.0,973.0,0.0,2005.0,1.0,1,-73.6879952,40.7322401,-67.3,25.8
1248,16433.0,outside,40.7325997,-73.4454009,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,214.25,269.1261655943865,3.0,1009.0,0.0,1984.0,1.0,1,-73.4454009,40.7325997,-97.4,42.4
1208,16380.0,outside,40.7325997,-73.4454009,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,165.25,269.1261655943865,3.0,1009.0,0.0,1984.0,1.0,1,-73.4454009,40.7325997,-97.4,42.4
3956,19327.0,human,40.7334946,-73.9932039,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8099.0,656.25,298.50812509993847,2.0,1006.0,0.0,2011.0,1.0,1,-73.9932039,40.7334946,-97.4,42.4
2604,17395.0,outside,40.7362973,-73.9358273,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6016.0,601.5,278.559074765494,3.0,971.0,0.0,2004.0,1.0,1,-73.9358273,40.7362973,-97.4,42.4
1932,3403.0,outside,40.7388319,-73.98153370000001,1996.0,0.0,0.0,0,,12,-1050,0.0,0.0,3179.0,522.0,134.84983344717094,4.0,1010.0,0.0,1996.0,1.0,1,-73.98153370000001,40.7388319,-97.4,42.4
5103,18708.0,human,40.741895,-73.989308,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9779.0,690.25,286.5892924390753,1.0,1012.0,0.0,2017.0,1.0,1,-73.989308,40.741895,-97.4,42.4
3553,18062.0,outside,40.7434565,-73.7108933,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,229.0,66.07158132445515,9.0,993.0,0.0,2009.0,1.0,1,-73.7108933,40.7434565,-97.4,42.4
1115,15954.0,outside,40.744679,-73.9485424,1983.0,37.0,-75.0,0,,40,-1010,0.0,0.0,1051.0,25.0,244.0,4.0,1008.0,0.0,1983.0,1.0,1,-73.9485424,40.744679,-70.7,30.3
5080,18716.0,human,40.747104,-73.894374,2017.0,0.0,0.0,0,,12,-1050,0.0,0.0,9779.0,661.25,289.1682673558284,1.0,1012.0,0.0,2017.0,1.0,1,-73.894374,40.747104,-97.4,42.4
334,12929.0,outside,40.7556561,-73.5876273,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,33.0,273.0,2.0,1010.0,0.0,1979.0,1.0,1,-73.5876273,40.7556561,-75.0,22.0
356,12947.0,outside,40.7556561,-73.5876273,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,44.0,273.0,2.0,1010.0,0.0,1979.0,1.0,1,-73.5876273,40.7556561,-75.0,22.0
4787,18910.0,outside,40.756831,-73.969595,2015.0,0.0,0.0,0,,12,-1050,0.0,0.0,9650.0,308.0,228.1941814507776,3.0,976.0,0.0,2015.0,1.0,1,-73.969595,40.756831,-97.4,42.4
1242,16435.0,outside,40.7580684,-73.5240738,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,210.25,267.51596294755234,3.0,1009.0,0.0,1984.0,1.0,1,-73.5240738,40.7580684,-97.4,42.4
2074,3479.0,outside,40.7430621,-76.5603828,1998.0,0.0,0.0,0,,12,-1050,0.0,0.0,4365.0,185.0,277.6127851027217,2.0,996.0,0.0,1998.0,1.0,1,-76.5603828,40.7430621,-97.4,42.4
1838,3323.0,outside,40.7430621,-76.5603828,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2936.0,549.5,17.069400564569346,5.0,1007.0,0.0,1994.0,1.0,1,-76.5603828,40.7430621,-97.4,42.4
1811,3309.0,outside,40.7430621,-76.5603828,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2936.0,475.5,17.069400564569346,5.0,1007.0,0.0,1994.0,1.0,1,-76.5603828,40.7430621,-97.4,42.4
1852,3333.0,outside,40.7430621,-76.5603828,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2936.0,607.5,17.069400564569346,5.0,1007.0,0.0,1994.0,1.0,1,-76.5603828,40.7430621,-97.4,42.4
1835,3320.0,outside,40.7430621,-76.5603828,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2936.0,537.5,17.069400564569346,5.0,1007.0,0.0,1994.0,1.0,1,-76.5603828,40.7430621,-97.4,42.4
2105,3519.0,outside,40.7430621,-76.5603828,1998.0,37.0,-73.0,0,,60,-991,0.0,0.0,4526.0,22.0,298.0,3.0,991.0,0.0,1998.0,1.0,1,-76.5603828,40.7430621,-48.1,14.7
1833,3324.0,outside,40.7430621,-76.5603828,1994.0,0.0,0.0,0,,12,-1050,0.0,0.0,2936.0,536.5,17.069400564569346,5.0,1007.0,0.0,1994.0,1.0,1,-76.5603828,40.7430621,-97.4,42.4
1504,3102.0,outside,40.7553627,-76.6394067,1989.0,0.0,0.0,0,,12,-1050,0.0,0.0,1710.0,166.0,266.6167108527223,1.0,1009.0,0.0,1989.0,1.0,1,-76.6394067,40.7553627,-97.4,42.4
2067,3466.0,outside,40.7553627,-76.6394067,1997.0,37.0,-73.0,0,,50,-996,0.0,0.0,4365.0,18.0,280.0,1.0,996.0,0.0,1997.0,1.0,1,-76.6394067,40.7553627,-69.6,27.4
2122,3536.0,outside,40.7553627,-76.6394067,1999.0,0.0,0.0,0,,12,-1050,0.0,0.0,4365.0,541.0,280.8157253490845,1.0,996.0,0.0,1999.0,1.0,1,-76.6394067,40.7553627,-97.4,42.4
1205,16381.0,outside,40.7580684,-73.5240738,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,158.25,267.51596294755234,3.0,1009.0,0.0,1984.0,1.0,1,-73.5240738,40.7580684,-97.4,42.4
4899,26984.0,outside,40.759869,-73.944998,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9779.0,280.25,288.74117377341224,4.0,976.0,0.0,2016.0,1.0,1,-73.944998,40.759869,-97.4,42.4
3381,17946.0,human,40.760318,-73.81641599999999,2008.0,37.0,-70.0,0,,55,-1000,0.0,0.0,7784.0,3.0,285.0,7.0,1000.0,0.0,2008.0,1.0,1,-73.81641599999999,40.760318,-57.5,31.7
282,12808.0,outside,40.7622141,-73.317812,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,4.0,282.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.317812,40.7622141,-75.0,22.0
104,10849.0,outside,40.7622141,-73.317812,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,219.5,135.42789239300802,4.0,970.0,0.0,1977.0,1.0,1,-73.317812,40.7622141,-97.4,42.4
2099,17081.0,outside,40.7622954,-73.7742616,1998.0,0.0,0.0,0,,12,-1050,0.0,0.0,4369.0,325.0,219.13279408740945,9.0,961.0,0.0,1998.0,1.0,1,-73.7742616,40.7622954,-97.4,42.4
1126,15922.0,outside,40.7634735,-73.555488,1983.0,37.0,-75.0,0,,40,-1010,0.0,0.0,1051.0,46.0,255.0,3.0,1009.0,0.0,1983.0,1.0,1,-73.555488,40.7634735,-70.7,30.3
156,1661.0,outside,40.7659246,-73.86836970000002,1978.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,532.5,147.6173993133279,4.0,970.0,0.0,1978.0,1.0,1,-73.86836970000002,40.7659246,-97.4,42.4
2980,3851.0,outside,40.7659246,-73.86836970000002,2006.0,0.0,0.0,0,,12,-1050,0.0,0.0,7125.0,204.5,226.17372447938985,13.0,973.0,0.0,2006.0,1.0,1,-73.86836970000002,40.7659246,-97.4,42.4
1270,16503.0,outside,40.7659783,-73.01934299999999,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,259.25,286.8438544161992,3.0,1009.0,0.0,1984.0,1.0,1,-73.01934299999999,40.7659783,-97.4,42.4
3059,23458.0,outside,40.7231264,-74.1416127,2006.0,39.0,-71.0,0,,45,-1003,0.0,0.0,7418.0,39.0,139.0,19.0,993.0,0.0,2006.0,1.0,1,-74.1416127,40.7231264,-68.4,32.3
37,10486.0,outside,40.735657,-74.1723667,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,151.5,157.99947842478113,4.0,970.0,0.0,1977.0,1.0,1,-74.1723667,40.735657,-97.4,42.4
44,10514.0,outside,40.735657,-74.1723667,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,160.5,157.99947842478113,4.0,970.0,0.0,1977.0,1.0,1,-74.1723667,40.735657,-97.4,42.4
33,10485.0,outside,40.735657,-74.1723667,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,147.5,157.99947842478113,4.0,970.0,0.0,1977.0,1.0,1,-74.1723667,40.735657,-97.4,42.4
67,10512.0,outside,40.735657,-74.1723667,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,167.5,157.99947842478113,4.0,970.0,0.0,1977.0,1.0,1,-74.1723667,40.735657,-97.4,42.4
5703,18379.0,outside,40.7407324,-74.061145,2020.0,0.0,0.0,0,,12,-1050,0.0,0.0,11094.0,125.0,277.05190837861954,1.0,956.0,0.0,2020.0,1.0,1,-74.061145,40.7407324,-97.4,42.4
714,13986.0,outside,40.7593718,-74.1181234,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,492.5,124.78390874931372,5.0,989.0,0.0,1981.0,1.0,1,-74.1181234,40.7593718,-97.4,42.4
1869,21186.0,outside,40.7684342,-74.1454214,1994.0,41.0,-73.0,0,,15,-1010,0.0,0.0,3168.0,50.0,58.0,7.0,962.0,0.0,1994.0,1.0,1,-74.1454214,40.7684342,-72.0,28.7
4571,5246.0,outside,40.80833,-74.06222,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,496.25,179.06443980174475,1.0,940.0,0.0,2014.0,1.0,1,-74.06222,40.80833,-97.4,42.4
3498,18030.0,outside,40.80847989999999,-74.0224028,2009.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,166.0,61.20819453816616,8.0,993.0,0.0,2009.0,1.0,1,-74.0224028,40.80847989999999,-97.4,42.4
18,10219.0,outside,40.77664120000001,-73.9521468,1976.0,41.0,-73.0,0,,60,-983,0.0,0.0,102.0,6.0,42.0,4.0,970.0,0.0,1976.0,1.0,1,-73.9521468,40.77664120000001,-72.4,25.6
306,12864.0,outside,40.7848157,-73.471054,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,20.0,278.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.471054,40.7848157,-75.0,22.0
1130,15918.0,outside,40.7848157,-73.471054,1983.0,37.0,-75.0,0,,40,-1010,0.0,0.0,1051.0,53.0,258.0,3.0,1009.0,0.0,1983.0,1.0,1,-73.471054,40.7848157,-70.7,30.3
3256,17855.0,outside,40.7855175,-73.2004595,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7647.0,115.0,262.66681097655857,12.0,1000.0,0.0,2008.0,1.0,1,-73.2004595,40.7855175,-97.4,42.4
358,12927.0,outside,40.7881249,-73.19396119999999,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,45.0,288.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.19396119999999,40.7881249,-75.0,22.0
395,13012.0,outside,40.7881249,-73.19396119999999,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,12.0,169.0,2.0,991.0,0.0,1979.0,1.0,1,-73.19396119999999,40.7881249,-36.1,11.6
3964,19324.0,outside,40.796536,-73.937428,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8099.0,666.25,299.7530154319124,2.0,1006.0,0.0,2011.0,1.0,1,-73.937428,40.796536,-97.4,42.4
396,13013.0,outside,40.7978787,-73.6995749,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,13.0,144.0,4.0,989.0,0.0,1979.0,1.0,1,-73.6995749,40.7978787,-36.1,11.6
434,13052.0,outside,40.7978787,-73.6995749,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,38.0,144.0,4.0,989.0,0.0,1979.0,1.0,1,-73.6995749,40.7978787,-36.1,11.6
303,12866.0,outside,40.7987119,-73.679852,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,19.0,273.0,2.0,1010.0,0.0,1979.0,1.0,1,-73.679852,40.7987119,-75.0,22.0
4573,19032.0,natural,40.799726,-73.943401,2014.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,498.25,176.96132281466944,1.0,940.0,0.0,2014.0,1.0,1,-73.943401,40.799726,-97.4,42.4
7810,,,,,1985.0,40.8,-72.5,tropical storm,0.0,35,-1007,,,,,,,,,1985.0,0.0,1,-72.5,40.8,-71.8,29.6
512,13370.0,outside,40.8007661,-73.7330753,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,150.5,142.31347806685483,4.0,989.0,0.0,1980.0,1.0,1,-73.7330753,40.8007661,-97.4,42.4
4263,19157.0,outside,40.814695,-73.894013,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,69.25,177.39766848805488,1.0,940.0,0.0,2013.0,1.0,1,-73.894013,40.814695,-97.4,42.4
3948,19329.0,outside,40.815656,-73.888379,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8099.0,649.25,299.0347396595276,2.0,1006.0,0.0,2011.0,1.0,1,-73.888379,40.815656,-97.4,42.4
6318,18182.0,outside,40.8186061,-73.8955749,2022.0,0.0,0.0,0,,12,-1050,0.0,0.0,11985.0,147.5,56.20783225204812,25.0,986.0,0.0,2022.0,1.0,1,-73.8955749,40.8186061,-97.4,42.4
3885,19354.0,outside,40.8191886,-73.9522576,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8098.0,600.5,294.1858372832439,1.0,1007.0,0.0,2011.0,1.0,1,-73.9522576,40.8191886,-97.4,42.4
2753,17479.0,outside,40.8207009,-73.8963454,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6711.0,183.5,224.1876382424724,10.0,973.0,0.0,2005.0,1.0,1,-73.8963454,40.8207009,-97.4,42.4
355,12930.0,outside,40.8262101,-73.502068,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,43.0,280.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.502068,40.8262101,-75.0,22.0
1186,16207.0,outside,40.8262101,-73.502068,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,134.25,271.726662995359,3.0,1009.0,0.0,1984.0,1.0,1,-73.502068,40.8262101,-97.4,42.4
457,13288.0,outside,40.8262101,-73.502068,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,54.0,153.0,3.0,989.0,0.0,1979.0,1.0,1,-73.502068,40.8262101,-36.1,11.6
1204,16152.0,outside,40.8262101,-73.502068,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,157.25,271.726662995359,3.0,1009.0,0.0,1984.0,1.0,1,-73.502068,40.8262101,-97.4,42.4
447,13064.0,outside,40.8262101,-73.502068,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,47.0,153.0,3.0,989.0,0.0,1979.0,1.0,1,-73.502068,40.8262101,-36.1,11.6
113,10945.0,outside,40.8262186,-73.8242621,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,251.5,142.8587176739273,4.0,970.0,0.0,1977.0,1.0,1,-73.8242621,40.8262186,-97.4,42.4
32,10504.0,outside,40.8262186,-73.8242621,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,146.5,142.8587176739273,4.0,970.0,0.0,1977.0,1.0,1,-73.8242621,40.8262186,-97.4,42.4
2662,17606.0,outside,40.8340711,-73.3805402,2004.0,39.0,-72.0,0,,35,-1001,0.0,0.0,6594.0,41.0,122.0,10.0,973.0,0.0,2004.0,1.0,1,-73.3805402,40.8340711,-63.5,31.3
4438,19110.0,outside,40.8342275,-73.851659,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,211.25,178.25990666090993,1.0,940.0,0.0,2013.0,1.0,1,-73.851659,40.8342275,-97.4,42.4
281,12837.0,outside,40.8409822,-73.9447994,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,3.0,268.0,2.0,1010.0,0.0,1979.0,1.0,1,-73.9447994,40.8409822,-75.0,22.0
74,10680.0,outside,40.8447819,-73.8648268,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,173.5,142.85766157534434,4.0,970.0,0.0,1977.0,1.0,1,-73.8648268,40.8447819,-97.4,42.4
93,10790.0,outside,40.8447819,-73.8648268,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,194.5,142.85766157534434,4.0,970.0,0.0,1977.0,1.0,1,-73.8648268,40.8447819,-97.4,42.4
34,10487.0,outside,40.8197331,-74.0035709,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,147.5,148.22416820201536,4.0,970.0,0.0,1977.0,1.0,1,-74.0035709,40.8197331,-97.4,42.4
1511,3105.0,outside,40.8202314,-74.0593872,1989.0,0.0,0.0,0,,12,-1050,0.0,0.0,1712.0,182.5,267.95524079524824,4.0,1002.0,0.0,1989.0,1.0,1,-74.0593872,40.8202314,-97.4,42.4
1450,3074.0,outside,40.8202314,-74.0593872,1988.0,0.0,0.0,0,,12,-1050,0.0,0.0,1603.0,518.75,262.3653310735891,7.0,990.0,0.0,1988.0,1.0,1,-74.0593872,40.8202314,-97.4,42.4
2797,23111.0,outside,40.8333184,-74.0123851,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6711.0,254.5,220.7589461282812,10.0,973.0,0.0,2005.0,1.0,1,-74.0123851,40.8333184,-97.4,42.4
170,11608.0,outside,40.8412111,-74.0451405,1978.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,561.5,148.21302858856734,4.0,970.0,0.0,1978.0,1.0,1,-74.0451405,40.8412111,-97.4,42.4
86,10677.0,outside,40.8597746,-74.12986839999999,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,183.5,149.7323055264961,4.0,970.0,0.0,1977.0,1.0,1,-74.12986839999999,40.8597746,-97.4,42.4
3728,19450.0,human,40.87962,-74.1748,2010.0,0.0,0.0,0,,12,-1050,0.0,0.0,7984.0,579.0,63.06770302137498,2.0,993.0,0.0,2010.0,1.0,1,-74.1748,40.87962,-97.4,42.4
2587,3706.0,outside,40.8811718,-74.21206289999999,2004.0,0.0,0.0,0,,12,-1050,0.0,0.0,6279.0,230.75,295.0799666492049,4.0,971.0,0.0,2004.0,1.0,1,-74.21206289999999,40.8811718,-97.4,42.4
1141,16306.0,outside,40.8931546,-74.5818254,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,101.25,240.8770579201521,3.0,1009.0,0.0,1984.0,1.0,1,-74.5818254,40.8931546,-97.4,42.4
1147,16307.0,outside,40.8931546,-74.5818254,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,103.25,240.8770579201521,3.0,1009.0,0.0,1984.0,1.0,1,-74.5818254,40.8931546,-97.4,42.4
130,11038.0,outside,40.8447819,-73.8648268,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,295.5,142.85766157534434,4.0,970.0,0.0,1977.0,1.0,1,-73.8648268,40.8447819,-97.4,42.4
123,10986.0,outside,40.8447819,-73.8648268,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,269.5,142.85766157534434,4.0,970.0,0.0,1977.0,1.0,1,-73.8648268,40.8447819,-97.4,42.4
5919,18325.0,outside,40.8488668,-73.8936956,2020.0,40.0,-74.0,0,,35,-1000,0.0,0.0,11351.0,32.0,49.0,9.0,955.0,0.0,2020.0,1.0,1,-73.8936956,40.8488668,-74.3,35.4
565,13440.0,outside,40.8507116,-73.2175571,1980.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,199.5,166.83763497063467,2.0,991.0,0.0,1980.0,1.0,1,-73.2175571,40.8507116,-97.4,42.4
1400,16724.0,outside,40.8507116,-73.2175571,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1604.0,181.5,299.43763448320925,18.0,951.0,0.0,1987.0,1.0,1,-73.2175571,40.8507116,-97.4,42.4
372,12982.0,outside,40.8656543,-73.5320685,1979.0,37.0,-76.0,0,,20,-1011,0.0,0.0,286.0,53.0,281.0,1.0,1011.0,0.0,1979.0,1.0,1,-73.5320685,40.8656543,-75.0,22.0
1129,15890.0,outside,40.8664873,-73.0356625,1983.0,37.0,-75.0,0,,40,-1010,0.0,0.0,1051.0,52.0,275.0,3.0,1009.0,0.0,1983.0,1.0,1,-73.0356625,40.8664873,-70.7,30.3
4349,19133.0,outside,40.874818,-73.056839,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,133.25,177.79788387865787,2.0,940.0,0.0,2013.0,1.0,1,-73.056839,40.874818,-97.4,42.4
3884,19357.0,outside,40.879437,-73.917542,2011.0,0.0,0.0,0,,12,-1050,0.0,0.0,8098.0,599.5,297.2681257888124,1.0,1007.0,0.0,2011.0,1.0,1,-73.917542,40.879437,-97.4,42.4
4398,19117.0,outside,40.88891,-73.860669,2013.0,0.0,0.0,0,,12,-1050,0.0,0.0,9428.0,184.25,182.051965989829,1.0,940.0,0.0,2013.0,1.0,1,-73.860669,40.88891,-97.4,42.4
4918,26961.0,outside,40.620667,-75.570108,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9779.0,298.25,252.8367919319253,3.0,976.0,0.0,2016.0,1.0,1,-75.570108,40.620667,-97.4,42.4
730,14049.0,outside,40.6527597,-75.4636031,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,435.0,496.5,72.97677665897342,8.0,989.0,0.0,1981.0,1.0,1,-75.4636031,40.6527597,-97.4,42.4
442,13061.0,outside,40.6551234,-75.2128996,1979.0,41.0,-76.0,0,,40,-991,0.0,0.0,435.0,42.0,81.0,8.0,989.0,0.0,1979.0,1.0,1,-75.2128996,40.6551234,-36.1,11.6
100,10808.0,outside,40.6617641,-75.41240359999999,1977.0,0.0,0.0,0,,12,-1050,0.0,0.0,103.0,205.5,205.4523063355064,4.0,970.0,0.0,1977.0,1.0,1,-75.41240359999999,40.6617641,-97.4,42.4
2154,17147.0,human,40.68410060000001,-75.2829046,1999.0,40.0,-73.0,0,,50,-980,0.0,0.0,4941.0,49.0,93.0,6.0,974.0,0.0,1999.0,1.0,1,-75.2829046,40.68410060000001,-45.6,14.6
4968,18810.0,human,40.6986,-75.3927,2016.0,0.0,0.0,0,,12,-1050,0.0,0.0,9779.0,364.25,259.77667689500146,3.0,976.0,0.0,2016.0,1.0,1,-75.3927,40.6986,-97.4,42.4
2757,17482.0,outside,40.8679193,-75.22300059999999,2005.0,0.0,0.0,0,,12,-1050,0.0,0.0,6823.0,175.25,299.5353657579926,11.0,988.0,0.0,2005.0,1.0,1,-75.22300059999999,40.8679193,-97.4,42.4
1404,16672.0,outside,41.0545292,-76.23326759999999,1987.0,0.0,0.0,0,,12,-1050,0.0,0.0,1602.0,185.0,296.4792558971709,14.0,951.0,0.0,1987.0,1.0,1,-76.23326759999999,41.0545292,-97.4,42.4
2135,21877.0,outside,41.0545292,-76.23326759999999,1999.0,0.0,0.0,0,,12,-1050,0.0,0.0,4368.0,617.75,298.96433554542585,2.0,995.0,0.0,1999.0,1.0,1,-76.23326759999999,41.0545292,-97.4,42.4
3289,3992.0,outside,41.16952690000001,-75.87741900000002,2008.0,0.0,0.0,0,,12,-1050,0.0,0.0,7419.0,576.75,280.9653835535099,5.0,1000.0,0.0,2008.0,1.0,1,-75.87741900000002,41.16952690000001,-97.4,42.4
1251,16452.0,outside,39.9203526,-80.7431407,1984.0,0.0,0.0,0,,12,-1050,0.0,0.0,1052.0,220.25,249.60904202701803,1.0,1015.0,0.0,1984.0,1.0,4,-80.7431407,39.9203526,-97.4,42.4
860,2173.0,outside,39.9203526,-80.7431407,1981.0,0.0,0.0,0,,12,-1050,0.0,0.0,503.0,585.5,32.067703851905705,17.0,984.0,0.0,1981.0,1.0,4,-80.7431407,39.9203526,-97.4,42.4
